Page,Users,Sessions,Pageviews,Unique Pageviews,Bounce Rate,Entrances,Users % of Total
"/profile/CN=ess-dive-admins,DC=dataone,DC=org",11,0,37,22,null,0,0.005991
/view/urn:uuid:f8cf23ad-6957-468c-b5ee-bca5b87527a8,10,9,19,15,0.333333333,9,0.005975
/view/ess-dive-8f6f767c4a90033-20180730T174708488,10,0,10,10,null,0,0.005959
/view/urn:uuid:8672e004-fe9c-462e-a8e1-c5c603fe6367,10,1,16,15,1,1,0.005943
/view/arctic-data.14549.1,10,4,38,30,0.25,4,0.005928
/view/doi:10.18739/A20K2S,10,3,33,24,0.666666667,3,0.005912
/catalog/data/page/2,10,0,22,10,null,0,0.005897
/view/doi:10.18739/A2FB4WK7X,10,6,21,13,0.333333333,6,0.005881
/view/doi:10.18739/A2DZ9Z,10,2,24,11,1,2,0.005866
/view/ess-dive-b17db5aee311cb3-20180328T155449530801,10,1,11,10,0,1,0.005851
/view/ess-dive-16c38e2ac44a09d-20180815T184932827,10,2,44,20,0.5,2,0.005836
/view/ess-dive-30347f2788f150a-20180607T231859757,10,0,23,19,null,0,0.005821
/view/urn:uuid:cd84e776-56d0-4451-a973-e6a684b7f6a1,10,0,29,14,null,0,0.005806
/view/doi:10.3334/CDIAC/FFE.DB1013.2017,10,7,19,15,0.571428571,7,0.005791
