event_label,users,total_events,unique_events
doi:10.18739/A2ZG8Q,1,1,1
13.124,1,1,1
1998 to 2014,1,1,1
macrofauna,1,1,1
2015 to 2014,1,1,1
toole ITP,1,1,1
soiltemparcssgridatq,1,1,1
seafood,1,1,1
insect,1,1,1
ID 6_002,1,1,1
McRaven,1,1,1
Alessa,1,2,1
ezid,1,1,1
Alexander Shiklomanov. 2016. Data of river ice timing and thickness for selected river gauges in Russian pan-Arctic over 1970-2012. NSF Arctic Data Center,1,1,1
red knot,1,1,1
lanthanum,1,1,1
GREENLAND ICE SHEET,1,1,1
EARTH SCIENCE > OCEANS > SEA ICE > SALINITY,1,1,1
13.406,1,1,1
metal,1,1,1
permafrost flux,1,1,1
13.45,1,1,1
shipping northwest passage,1,1,1
mario pesendorfer,1,1,1
age,1,1,1
jim,1,1,1
1203262,1,1,1
13.61,1,1,1
doi:10.18739/doi:10.18739/A2FW522FW52,1,1,1
greenland sea ice concentration,1,1,1
lenters,1,1,1
airport raod effects,1,1,1
"Polar Basin,",1,1,1
Roll 1 tifs,1,1,1
13.401,1,1,1
extractive sea ice,1,1,1
1550260,1,1,1
Thomas E. Osterkamp,1,2,2
wave,1,1,1
13.417,1,1,1
teleost,1,1,1
obuoy12,1,1,1
ofir,1,1,1
Extreme ice survey,1,1,1
SADCP Data,1,2,1
Greenland surface energy budget,1,1,1
Karen Beard,1,1,1
1986 to 1987,1,1,1
1980,1,9,6
albedo line,1,1,1
roots,1,1,1
Social,1,1,1
joe mc,1,1,1
1104,1,1,1
pisces,1,1,1
circumpolar,1,2,1
1995 to 1994,1,1,1
soil type,1,1,1
chlorine,1,1,1
CDV,1,1,1
13.723,1,1,1
griemasn,1,1,1
13.525,1,1,1
sizefraction,1,2,2
Seismology,1,1,1
lindsay gray,1,1,1
(ITP) 38,1,1,1
(ITP) 42,1,1,1
Barrow Fukamachi,1,1,1
mat,1,1,1
Water chemistry,1,1,1
beaufort gyre project,1,1,1
nagapData,1,1,1
O-buoy2,1,1,1
Matthew Alkire,1,1,1
roll 5,1,1,1
Sterling,1,2,2
"Coordination, Data Management and Enhancement",1,1,1
Sea Ice Cover Pacific Arctic Region,1,1,1
FOCAL,1,2,2
0-Buoy5,1,1,1
mcknight,1,5,3
REU,1,1,1
arthropod,1,1,1
em bird,1,1,1
ignatius,1,1,1
covariance,1,1,1
Bayard,1,1,1
https://arcticdata.io/catalog/#view/urn:uuid:4fb67d3a-0c98-48d5-b851-dc49a21f263f,1,1,1
university of alaska,1,1,1
1986,1,1,1
Poulson,1,1,1
copepod,1,1,1
energy,1,1,1
permafrost temperature,1,1,1
2000 to 2003,1,1,1
yukon discharge,1,1,1
glacier 1986,1,1,1
kuskokwim,1,1,1
Summit station,1,1,1
pearson,1,1,1
BARC,1,1,1
Betula nana,1,1,1
13.311,1,1,1
ARC-1264098,1,1,1
obuoy 11,1,1,1
"William D'Andrea. 2016. Collaborative Research: Resolving centennial- to millennial-scale trends in glacier extent and lake sedimentation in the Brooks Range, Arctic Alaska. NSF Arctic Data Center. urn:uuid:19d283ee-2a60-45c8-831e-18c461b52018",1,1,1
urn:uuid:ffd4fb38-deb3- 4d62-9e9e-ae84bc69abbb.,1,1,1
viper,1,34,15
481.126,1,1,1
Sonnerup,1,1,1
1975 roll 2,1,1,1
2001 to 2017,1,1,1
kontar,1,1,1
Passive acoustic data from A4 in the Bering Strait,1,1,1
https://orcid.org/0000-0002-2977-4507,1,1,1
snacs,1,1,1
extractive industries,1,1,1
current,1,1,1
practical salinity,1,1,1
alien,1,2,1
blum,1,1,1
MAR Greenland Outputs,1,1,1
van Dijken,1,1,1
2004 to 2013,1,1,1
pratt,1,2,1
loose,1,3,3
Peterson,1,1,1
kuparuk thaw,1,1,1
OBuoy10,1,1,1
to 2016,1,1,1
13.744,1,2,1
heat flux,1,1,1
1418268,1,1,1
Biogeochemical,1,1,1
(ITP) 34,1,1,1
radio-echo sounding,1,1,1
people,1,1,1
karen beard,1,1,1
EARTH SCIENCE > CLIMATE INDICATORS > CRYOSPHERIC INDICATORS > SNOW DEPTH,1,1,1
1107010,1,1,1
political,1,1,1
polarstern,1,1,1
Gilchinsky,1,1,1
Wilfred Wollheim,1,1,1
knb-lter-arc,1,1,1
Hanigan,1,1,1
1994 to 1995,1,1,1
Frederick E. Nelson,1,1,1
Ocean,1,1,1
Erik.schiefer@nau.edu,1,1,1
operational surface,1,1,1
Continuation of the Ice-tethered,1,1,1
13.507,1,1,1
ocean mixing,1,1,1
2009 to 2018,1,1,1
hornsund,1,1,1
Barrow NIMS,1,1,1
tree ring Seward Peninsula in Alaska,1,1,1
1204248,1,1,1
2012 to 2011,1,2,1
Beluga,1,1,1
https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/573/7,1,2,2
oil gas sea ice,1,1,1
urn:uuid:e6a9ddec-6e50-46bd-a3ab-e2b76565c3e7,1,1,1
isotope nitrate,1,1,1
Greenland meltwater,1,1,1
wolves,1,1,1
10.18739/A2002X,1,1,1
1990 jpeg,1,1,1
Obernbauer,1,1,1
1203686,1,1,1
morphogenesis,1,1,1
Tiksi,1,1,1
gordon hamilton,1,1,1
biogeochemical,1,1,1
obuoy2,1,1,1
methodsType,1,1,1
zhag 2017,1,1,1
roger anderson,1,1,1
greenland snow,1,1,1
East Bay,1,1,1
America,1,1,1
A2W,1,1,1
hawley,1,2,2
hamilton,1,1,1
GDP,1,1,1
1142201,1,1,1
climate data for eddy flux platform on Toolik Lake,1,1,1
Network of Permafrost Observatories in North America and Russia deep boreholes,1,1,1
1998 to 2005,1,1,1
Beafort Gyre,1,1,1
Trufer,1,1,1
satellite,1,1,1
boundary layer,1,1,1
A. Dave McGuire,1,1,1
Traditional knowledge,1,1,1
1983 to 2016,1,1,1
Tim Frazier,1,1,1
fram strait,1,1,1
2004 to 2006,1,1,1
.xlsx,1,1,1
"Photographs, 1993",1,1,1
(ITP)38,1,1,1
Passive acoustic data from A3 in the Bering Strait,1,1,1
jason amundson,1,2,2
arctic-data,1,1,1
eight mile,1,1,1
West Dock,1,1,1
1997 to 2014,1,1,1
isotherm,1,1,1
high seas,1,1,1
NAU,1,1,1
doi:10.18739/A20264,1,2,1
subice,1,1,1
niagara creek,1,1,1
arctic ship,1,1,1
Climatic thresholds shape northern high-latitude fire regimes and imply vulnerability to future climate change,1,1,1
swl 15 bottle,1,1,1
c-130,1,1,1
diatoms,1,1,1
meltwater,1,1,1
beck,1,1,1
13.702,1,1,1
whitman,1,2,1
stafford a2,1,1,1
Svalbard REU,1,1,1
-13000 to 0,1,1,1
next,1,1,1
Nunn,1,3,2
thaw dpeth,1,1,1
greenland summit,1,1,1
clark,1,1,1
Lena River at Zhigansk,1,1,1
13.505,1,1,1
lammers,1,1,1
Glacial Lake Project Team,1,1,1
Pettersen,1,1,1
2000 to 2013,1,1,1
HLY1101,1,2,1
2006 to 2008,1,1,1
Freidman,1,1,1
roll 2 thumbnails 1993,1,1,1
arctic-data.13757.2,1,1,1
1997 to 2016,1,1,1
clein,1,2,1
X. Fettweis,1,1,1
4fb67d3a-0c98-48d5-b851-dc49a21f263f,1,4,2
кшмук,1,1,1
Barrow Atqasuk detailed climate,1,1,1
mass spectrometry,1,1,1
"Barrow, AK & Atqasuk, AK",1,1,1
10.18739/A25S8P,1,1,1
rivers,1,1,1
mass,1,1,1
1417789,1,1,1
system model arctic glacial lake,1,1,1
patrenko,1,1,1
sea ie,1,1,1
core,1,1,1
1203779,1,1,1
rodent,1,1,1
dbo3,1,1,1
pleistocene park,1,1,1
SUNA,1,1,1
13.821,1,1,1
0995 to 2015,1,1,1
enderlin,1,1,1
Adam Young,1,1,1
continuation,1,1,1
polluted,1,2,1
bottom water stable oxygen,1,1,1
Artic,1,1,1
gREBMEIER,1,1,1
jones,1,1,1
dissolved inorganic carbon,1,2,1
cox,1,2,2
1504288,1,1,1
1999 to 2005,1,1,1
1458941,1,2,2
Digital Geologic,1,1,1
856479,1,1,1
1996 to 2005,1,1,1
bigelow,1,2,1
doi:10.18739/A2931C,1,1,1
swl15bottlefile v2,1,1,1
481.142,1,1,1
Misp,1,1,1
geoscientificInformation,1,1,1
Lena River,1,1,1
DBO 2012 C3O,1,1,1
ZOOPLANKTON,1,1,1
Jun-15,1,1,1
urn:uuid:e38fd7f6-3c00-4e4a-87bf-da09d85c90b0.,1,1,1
Great Rivers,1,3,2
falkner,1,1,1
1971 to 1972,1,1,1
garrett,1,1,1
northern canada,1,1,1
Gilmoew,1,1,1
https://arcticdata.io/#view/urn:uuid:c4ceb1da-456e-4833-ae44-a3f8eb2ca24d,1,1,1
summit hydrocarbons,1,1,1
1417711,1,1,1
zoe,1,1,1
additional metadata,1,1,1
benthos,1,1,1
porifera,1,1,1
hey 1203,1,1,1
laser optical counter,1,1,1
trec,1,1,1
lena,1,1,1
dona,1,1,1
"doi:10.18739/A20V5P,05401.cnv",1,1,1
arcticgro,1,1,1
Susan,1,1,1
hly 1203,1,1,1
winter,1,3,2
xml,1,1,1
Burnt Village,1,1,1
1523025,1,1,1
polarbear,1,2,1
Karen junge,1,2,1
"thorp, nathan",1,1,1
Shorebird,1,1,1
10.18739/A2W389,1,1,1
Sea Ice Deformation,1,1,1
Rayleigh,1,1,1
1314156,1,1,1
ncar c130,1,1,1
1800 to 1954,1,1,1
(ITP)41,1,1,1
Benthic,1,2,2
fettweiss,1,1,1
disko island,1,1,1
sergio vargas,1,1,1
1603407,1,1,1
magnetic,1,1,1
stress,1,1,1
1993 roll 1,1,1,1
1800 to 1945,1,1,1
Rangifer,1,1,1
polluted water,1,1,1
Collaborative Research: A Synthesis of Existing and New Observations of Air-Snowpack Exchanges to Assess the Arctic,1,1,1
Lawrence Island,1,1,1
BARROW,1,2,2
icec ore,1,1,1
c3O,1,1,1
taymy,1,1,1
13.73,1,1,1
bayelva,1,1,1
Arrigo,1,1,1
doi:10.18739/A2JV3W,1,1,1
IN SITU/LABORATORY INSTRUMENTS > SAMPLERS > BOTTLES/FLASKS/JARS > NISKIN BOTTLES,1,1,1
arctic lakes,1,1,1
autotrophs,1,1,1
bottole,1,2,1
levt,1,1,1
seismology,1,1,1
909541,1,1,1
happy,1,1,1
sadcp,1,5,1
planetary boundary layer,1,1,1
icebergs,1,2,2
012 climate data for eddy flux platform on Toolik Lake,1,1,1
Lidar,1,1,1
alternate identifier,1,1,1
r holmes,1,1,1
13.511,1,1,1
pribilof,1,1,1
Courville,1,1,1
rupp,1,1,1
seagrass ecosystem,1,1,1
Gelfman,1,1,1
"Toolik Lake, Alaska",1,1,1
mercury snow,1,1,1
labile carbon,1,1,1
arctic-data.10152.1,1,1,1
burning,1,1,1
Virginia,1,1,1
noise,1,1,1
netCDF,1,1,1
FIsh,1,1,1
20D,1,1,1
1844 to 2012,1,1,1
water consumption,1,1,1
481.132,1,1,1
2000 to 2006,1,1,1
Oerchel,1,1,1
missing vlaue code,1,1,1
permafrost degradation,1,1,1
AOP,1,1,1
fishery,1,1,1
1800 to 1962,1,1,1
Randazzo,1,3,3
doi:10.18739/A23H1N,1,1,1
84858,1,1,1
2000 to 2007,1,1,1
penny rowe,1,1,1
itp3,1,1,1
nate thorp,1,1,1
cyber,1,1,1
6_002,1,1,1
sir wilfird laurier,1,1,1
Assessing the impact,1,1,1
Geologic,1,1,1
Core Atmospheric,1,1,1
481.131,1,1,1
island,1,1,1
Polar atmospheric emitted radiance interferometer,1,2,2
dfgdfg dfg g,1,1,1
Leonid Polyak,1,1,1
Ployakov,1,1,1
a2w,1,1,1
soil community,1,1,1
water isotope,1,1,1
.pro,1,3,2
Developing a System Model,1,1,1
Von P. Walden,1,1,1
Sodar,1,1,1
toolik snowpack,1,1,1
surface stress,1,2,2
Pressure,1,1,1
mike loranty,1,1,1
sag,1,1,1
Version 2 spectra,1,1,1
Tectonics and Structure,1,1,1
Ricketts,1,1,1
13.523,1,1,1
PolarHub,1,1,1
Richard Collins,1,1,1
a8f60e5b-10b6-46f2-b5dc-02730a513e09,1,1,1
TEMPERATURE,1,2,2
doi:10.18739/A2PW57.,1,1,1
Russian-American Long-term Census of the Arctic (RUSALCA),1,1,1
13.722,1,1,1
1975. Roll 2,1,3,2
Berkman,1,1,1
john toole,1,1,1
Northern Bering Sea to Chukchi Sea,1,1,1
1044610,1,1,1
fiducial,1,1,1
Grieman,1,1,1
LANE,1,1,1
vessel,1,1,1
Arctic sensitivity,1,1,1
2004 to 2008,1,1,1
north pole environmental observatory,1,1,1
urban,1,1,1
0 to 0,1,1,1
Sea_ice_and_locational_grouping_parameters,1,1,1
193 to 1993,1,1,1
ViPEr,1,1,1
kadko\,1,1,1
doi:10.5065/D61Z42KV.,1,1,1
.nc,1,1,1
mammals,1,1,1
strontium,1,1,1
Stuart,1,1,1
13.104,1,1,1
flade isblink,1,1,1
SADCP data 2011 for DBO5,1,1,1
13.313,1,1,1
Continuing,1,1,1
"Svalbard, Norway",1,1,1
doi:10.5065/D6MS3QVG.,1,1,1
13.117,1,3,1
Nitrogen,1,1,1
frank bahr,1,2,2
glacier 1990,1,1,1
operational,1,1,1
MEASURING GREENLAND ICE SHEET MELTING,1,1,1
katie,1,1,1
DBO HLY1003,1,1,1
deming,1,1,1
Victoria herrmann,1,1,1
beard,1,1,1
CTD Survey Data 2015,1,1,1
Clein,1,1,1
obuoy11,1,2,2
RDS,1,1,1
Harper,1,1,1
Salix,1,1,1
food web,1,1,1
parts per million,1,1,1
dereck,1,1,1
aromatic,1,1,1
data are duplicated,1,1,1
Wallenstein,1,1,1
ndvi,1,1,1
ASL,1,1,1
"Northwest Sector of the Greenland Ice Sheet, primarily in the dry snow and percolation zones along the transect from Summit Station to NEEM and on to Thule. Coordinates for each site are provided as in file.",1,1,1
13.74,1,1,1
1956 to 2015,1,1,1
13.51,1,1,1
1107892,1,1,1
2007-2008 Surface temperature,1,1,1
481.137,1,1,1
jpg,1,2,1
2000 to 2008,1,1,1
druckenmiller,1,2,1
xls,1,1,1
polar basin,1,1,1
sandercock,1,1,1
carbon isotopes,1,1,1
2014 to 2018,1,1,1
transits,1,1,1
bisiaux,1,1,1
13.41,1,1,1
Sap-Flux,1,1,1
Current,1,1,1
(ITP) 43,1,1,1
ice camp (PRELIMINARY),1,1,1
PacMARS bottom temperature,1,1,1
EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > ECOSYSTEM FUNCTIONS > BIOMASS DYNAMICS,1,1,1
13.742,1,1,1
backscatter,1,1,1
holocene,1,1,1
"Carbon and nitrogen isotopes and concentrations in terrestrial plants from a six-year (2006-2012) fertilization experiment at the Arctic LTER, Toolik Field Station, Alaska",1,2,1
13.814,1,1,1
wonger,1,1,1
2013 to 2011,1,1,1
firn,1,1,1
kropp,1,2,1
knb-lter-bnz,1,3,2
net primary production,1,1,1
481.13,1,1,1
Beaufort sea,1,1,1
bromide,1,1,1
2004 to 2011,1,1,1
brook,1,1,1
1986 to 1997,1,1,1
noone,1,1,1
urn:uuid:e622771e-f435-4b47-8580-53440a8091ae,1,1,1
a4w,1,1,1
1800 to 1984,1,1,1
soil carbon,1,2,2
september minimum,1,1,1
1979 to 1980,1,1,1
DBO4,1,2,1
cyberinfrastucture,1,1,1
marshburn,1,3,3
truffer ice,1,1,1
chla,1,1,1
USCGC healy,1,1,1
"Jason Beringer. 2016. Ivotuk Flux Data - MNT Site (ASCII) [Beringer, J.]. Arctic Data Center. doi:10.5065/D6B85696.",1,2,1
1974 to 1976,1,1,1
1993 to 2016,1,1,1
1996 to 1996,1,1,1
leffler,1,1,1
1203558,1,1,1
blanchard,1,1,1
Vulnerability of shallow ground water,1,1,1
non-native,1,1,1
M. S. Bret-Harte,1,1,1
Baffin Bay,1,3,3
nipcewonger,1,1,1
blan,1,1,1
13.526,1,1,1
Geochemistry,1,1,1
hly1003,1,1,1
1993 Roll 2 thumbnails,1,1,1
481.134,1,1,1
Mineral Physics,1,1,1
brw_sbe_metadata,1,1,1
Huettmann,1,1,1
Arashkevitch,1,3,2
The purpose of this Ground-Penetrating Radar (GPR) data set was to 1) quantify winter snow accumulation hydrological contributions separately from the glacierized,1,1,1
aydin,1,1,1
Hajo,1,2,1
O-18,1,1,1
satellite telemetry,1,1,1
interview,1,1,1
calon,1,1,1
nick mckay,1,1,1
alatna,1,1,1
caracterization,1,1,1
S easonality of Circumpolar Tundra:,1,1,1
481.144,1,1,1
1973. Roll 1 tiffs,1,1,1
atmosphere,1,1,1
Moore,1,3,2
1965 to 1964,1,2,1
ATLAS,1,2,1
detroit,1,1,1
GEOSUMMIT,1,1,1
arp,1,1,1
2000 to 2009,1,1,1
1963 to 2015,1,1,1
temp,1,1,1
harvard,1,1,1
met,1,1,1
Rachel Stanley,1,1,1
O18,1,1,1
481_118,1,1,1
steven,1,1,1
russia¨,1,1,1
Continuing the Beaufort Gyre Observing System,1,1,1
script,1,1,1
urn:uuid:5e1ad491-1dac-4453-9dbc-9555c611ddf9,1,1,1
o-buoy 11,1,1,1
Vulcanology,1,1,1
Seth Danielson,1,1,1
Northwest region of North America,1,1,1
hly1101,1,3,1
ICESCAPE,1,1,1
mosquitoes,1,1,1
trait,1,1,1
AWS,1,1,1
lijedahl,1,2,1
Nicewonger,1,3,2
tweedie digital elevation model,1,1,1
13.825,1,1,1
1882 to 2015,1,1,1
pro,1,1,1
Seth Campbell,1,2,2
soil temps,1,1,1
mccall glacier,1,1,1
13.31,1,1,1
forest fire,1,1,1
claim,1,1,1
ASSIST,1,1,1
Collaborative Research: Terrestrial Linkages to Microbial and Metazoan Communities in Coastal Ecosystems of the Beaufort Sea,1,1,1
APPx,1,1,1
practicalsalinityunit,1,1,1
data is duplicated,1,1,1
Arctic Lagoons,1,1,1
Richter-Menge,1,1,1
discharge,1,1,1
shainan,1,2,2
loisel,1,1,1
diuqil,1,1,1
urn:uuid:e9d607c7-3430-4fd6-a744-2ee7046d984b,1,1,1
macoma,1,1,1
ponds temperature,1,1,1
NPEO CTD,1,1,1
ncar,1,1,1
matlab,1,1,1
13.736,1,1,1
Healey,1,2,2
doi:10.18739/A2WD4W,1,2,2
footprint,1,1,1
sap-flux,1,1,1
Radiosonde - temperature and humidity profiles,1,1,1
1987 to 1987,1,1,1
irradiation,1,1,1
ethan welty,1,1,1
sodium,1,1,1
Durbin,1,2,2
13.72,1,1,1
Coopman,1,5,4
Carothers,1,2,2
urbanisation,1,1,1
COMIDA,1,1,1
193 to 2015,1,1,1
socio,1,1,1
1792 to 2015,1,1,1
Bonanza,1,1,1
whale populations,1,1,1
snow lake ice,1,1,1
duvanny yar,1,1,1
marine arctic life,1,1,1
elsie sunderland,1,1,1
jesperson,1,1,1
Hatfield,1,1,1
1965 to 1965,1,3,1
norway,1,1,1
shelf basin interaction,1,1,1
Greenland Summit,1,1,1
1978 to 1975,1,1,1
tweedie beringia,1,2,1
St. Lawrence Island,1,1,1
North America,1,1,1
shore bird,1,1,1
13.453,1,1,1
1814 to 2017,1,1,1
wendy,1,2,2
Ristovska,1,1,1
Bivalves,1,1,1
michael degrandpre,1,1,1
1273,1,1,1
Continuation of the of,1,2,2
2008 to 2013,1,1,1
yukon river,1,1,1
dai,1,1,1
urn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435,1,1,1
risk,1,1,1
ARAON,1,1,1
amphipod,1,1,1
floe,1,1,1
1503724,1,1,1
ITP43,1,1,1
Arctic Great Rivers Obseravtory,1,1,1
meltwater proteomics,1,1,1
Pierce,1,4,4
13.316,1,1,1
liljedahl,1,2,2
481.139,1,1,1
kurbatov,1,1,1
1417476,1,2,1
mcguire,1,1,1
1988 to 1990,1,1,1
urn:uuid:4ed68295-7c93-4cce-aaf4-459c12b5acd6,1,1,1
d4,1,1,1
amon,1,1,1
SURFACE,1,1,1
herbivore,1,2,1
481.107,1,2,1
miller summit,1,1,1
Collaborative Research,1,1,1
toolik lake snowpack,1,2,2
13.516,1,1,1
heather alexander,1,1,1
Sakha Republic,1,2,1
telemetry,1,1,1
Alexander Shiklomanov. 2016. Data of river ice timing and thickness for selected river gauges in Russian pan-Arctic over 1970-2012. NSF Arctic Data Center. arctic-data.9797.1.,1,1,1
app,1,1,1
carin ashjian,1,1,1
species,1,1,1
january,1,1,1
1800 to 1955,1,1,1
Ice thickness,1,1,1
(ITP)53,1,2,1
gordee,1,1,1
gulledge,1,1,1
Challeman 2017,1,1,1
doi:10.18739/A2FH4W,1,1,1
munchow,1,1,1
carey friedman,1,3,2
foulke,1,1,1
churchill,1,1,1
romanovsky borehole,1,1,1
OPP-9721347 and OPP-9870635,1,1,1
1993 roll 2 thumbnails,1,2,1
Arctic Nutrient Database,1,1,1
Nutrient,1,1,1
TASTE,1,1,1
1945 to 2014,1,1,1
1204005,1,2,2
trees,1,1,1
llopiz,1,1,1
d'andrea,1,1,1
LISST,1,1,1
1800 to 1948,1,1,1
katey,1,2,1
Vessel,1,1,1
physical properties of Shainin Lake sediments,1,2,1
cities,1,1,1
nyalesund,1,1,1
bivalves,1,1,1
Benjamin Smith,1,1,1
fahrbach,1,1,1
glacier 1992,1,2,2
Val,1,1,1
eight mile lake,1,1,1
warming and drying effects on carbon balance,1,1,1
13.46,1,1,1
1974 to 2015,1,1,1
Greenland aerosols,1,1,1
1224181,1,1,1
1800 to 1957,1,1,1
linnévatnet,1,1,1
Van Dijken,1,2,2
1991 to 1993,1,1,1
1108451,1,1,1
Prentis,1,1,1
1976 to 1977,1,1,1
Bestflux,1,1,1
13.737,1,1,1
gravity,1,1,1
1795 to 2017,1,1,1
839122,1,2,2
sea-ice,1,1,1
cdiac,1,1,1
(ITP)32,1,1,1
1304007,1,1,1
boreogadus,1,1,1
Sap-flux measured transpiration for a mature larch forest in northeastern Siberia,1,1,1
flux tower,1,1,1
rowe,1,1,1
Geophysical Institute UAF,1,1,1
synthesis integration and modeling,1,1,1
4-Sep,1,1,1
"Longitudinal variation in the physiology, growth and reproduction of white spruce at the Arctic treeline in Alaska",1,1,1
loud and aerosol polarization and backscatter,1,1,1
shortwave radiation,1,1,1
neewia,1,1,1
epifauna,1,1,1
cetacea,1,2,1
miller greenland,1,1,1
alternateIdentifier system=,1,1,1
arcss,1,1,1
crust,1,1,1
sigl,1,1,1
Cryosphere,1,1,1
481.125,1,1,1
sewer,1,1,1
Lee Cooper,1,1,1
Atqasuk active layer,1,1,1
1804 to 2017,1,1,1
zinck,1,1,1
North 1993,1,1,1
foodweb,1,1,1
vole,1,1,1
1993. Roll 2 tiffs,1,2,1
CDIAC-136,1,1,1
Nejanilini Lake region,1,1,1
electric,1,1,1
gulley,1,3,3
"ATLANTIC OCEAN > NORTH ATLANTIC OCEAN, CONTINENT > EUROPE > EASTERN EUROPE > RUSSIA, GEOGRAPHIC REGION > NORTHERN HEMISPHERE, VERTICAL LOCATION > SEA SURFACE, ATLANTIC OCEAN > NORTH ATLANTIC OCEAN > NORTH SEA, NORTHERN EUROPE, GEOGRAPHIC REGION > EURASIA, ATLANTIC OCEAN,",1,1,1
Sayers,1,1,1
Aho,1,1,1
Soil bacterial community,1,1,1
13.501,1,1,1
2.01603E+18,1,1,1
svalbard 2014,1,1,1
Carlson,1,1,1
vpr,1,1,1
13.502,1,1,1
doi:10.5065/D6QJ7FFT,1,1,1
481.158,1,1,1
Qaujimajatuqangit,1,2,1
"Integrated Characterization of Energy, Clouds, Atmospheric State, and Precipitation at Summit (ICECAPS).",1,1,1
Togiak Archaeological and Paleoecological Project,1,1,1
(ITP) 47,1,1,1
echinoderm,1,2,1
1972 to 2017,1,1,1
MAR 3.6,1,1,1
geothermal,1,1,1
imnavait,1,1,1
root,1,1,1
Respiration,1,1,1
october,1,1,1
Radiosonde temperature,1,1,1
seles,1,1,1
polar year,1,1,1
Cole Dai,1,1,1
"ARCTIC OCEAN, ARCTIC OCEAN > BEAUFORT SEA, GEOGRAPHIC REGION > POLAR, GEOGRAPHIC REGION > ARCTIC, CANADA > NORTHWEST TERRITORIES,",1,1,1
1964 to 1965,1,2,2
J. McConnell,1,1,1
hamilton demographic,1,1,1
1995. roll 3,1,1,1
Arenaria interpres,1,1,1
Tara,1,1,1
doi:10.18739/A20F8P,1,1,1
Sermilik,1,1,1
Towards an Arctic Observing,1,1,1
481.164,1,1,1
XIAOFENG,1,1,1
2000 to 2004,1,1,1
"doi:10.18739/A20V5P,05401",1,1,1
Polyak,1,1,1
d6be9a14-3d39-4848-b7e3- 4a79c740e2b5,1,1,1
krill length,1,1,1
(ITP)47,1,1,1
1964 to 1997,1,2,1
1991 to 2016,1,1,1
chordate,1,1,1
"north american extensions 50,000,000 years ago",1,1,1
Natali 2015,1,1,1
doi:10.18739/A2D08X).,1,1,1
mashburn,1,1,1
katharine c kelsey,1,1,1
Gaius R,1,1,1
(C3O),1,1,1
Seward Peninsula Alaska,1,1,1
water level,1,1,1
sullivan wind river,1,1,1
Geology,1,1,1
microwave,1,1,1
irradiance,1,1,1
Johnson,1,2,2
1974 to 1993,1,1,1
cloud and aerosol polarization and backscatter,1,1,1
robert pickart,1,1,1
1992 to 2017,1,1,1
Andrew Jacobson,1,1,1
2004 to 2012,1,1,1
detritivore,1,1,1
snow samples,1,1,1
plant gis,1,1,1
481.162,1,1,1
RUSALCA,1,1,1
sheeba,1,1,1
eskimo,1,1,1
1449784,1,1,1
Towards an Arctic Observing Network: An array of Ice-Tethered Profilers to sample the upper ocean water properties during the International Polar Year,1,1,1
-2 to 2017,1,1,1
migratory,1,1,1
swl14,1,1,1
animals,1,2,2
quantify,1,1,1
d33S,1,1,1
yarrow,1,1,1
"Tidewater glacier response to changes in fjord oceanography, Kongsfjorden, Svalbard",1,1,1
Marion Syndonia Bret-Harte,1,1,1
1964 to 19,1,1,1
murmansk,1,1,1
nome,1,1,1
percent,1,1,1
icetrendr,1,1,1
h2o2,1,1,1
sheba,1,2,1
davis strait C6,1,1,1
Euskirchen,1,2,1
Solovyeva,1,1,1
Anna,1,1,1
13.832,1,1,1
481.15,1,1,1
polar,1,1,1
Coral Reefs,1,1,1
surface operational gts,1,1,1
33S,1,1,1
Microwave Radiometer Measurements of Sky Brightness Temperature,1,1,1
1803 to 2017,1,1,1
ice melt,1,1,1
32,1,1,1
Mark C. Serreze,1,1,1
codispoti,1,1,1
481.128,1,1,1
APU,1,1,1
13.601,1,1,1
IceTrendr,1,1,1
13.708,1,1,1
R4D,1,1,1
plant biomass,1,1,1
1973 to 2017,1,1,1
naito,1,1,1
13.701,1,1,1
matt nolan .,1,1,1
nolin,1,1,1
481_105,1,1,1
urn:uuid:4f11beef-49c5-4b70-9ef9-cd97f2172395,1,3,2
13.833,1,1,1
pinchuk,1,1,1
1979 to 1994,1,1,1
surface heat budget,1,1,1
arctic fishery,1,1,1
481.113,1,1,1
481.121,1,1,1
h5,1,1,1
arctic ship route,1,1,1
37,1,1,1
"Thaw depth in the ITEX plots at Barrow and Atqasuk, Alaska",1,2,1
Joe McConnell,1,1,1
doi:10.18739/A2S33G,1,1,1
13.725,1,1,1
ZOOPLANTKON,1,1,1
alexander,1,1,1
sulfur,1,1,1
Holton,1,1,1
macrobenthic,1,1,1
13.405,1,1,1
13.524,1,1,1
MPA,1,1,1
DBO 3,1,1,1
40 ],1,1,1
Data of river ice timing and thickness for selected river gauges in Russian pan-Arctic over 1970-2012,1,1,1
delphinopterus,1,1,1
Integrated Characterization,1,1,1
kathryn,1,1,1
13.407,1,1,1
pingo,1,1,1
Sap-flux measured transpiration for a mature larch forest in northeastern Siberia (VIPER project). NSF Arctic Data Center. arctic-data.9955.3,1,1,1
mammuthus,1,1,1
bodenhorn,1,1,1
production,1,1,1
Snow Pit Data from Greenland Summit,1,1,1
IOP,1,2,2
Martin Nweeia,1,1,1
arctic-data.13806.1,1,1,1
Michael Bergin,1,1,1
permian,1,1,1
