event_label,users,total_events,unique_events
Arp,3,5,3
wang,3,4,4
goose,3,4,4
toolik,3,5,4
fukumachi,3,3,3
Kathleen M. Stafford,3,5,4
barnhart,3,4,4
npeo,3,3,3
shupe,3,3,3
Social Science Interview,3,3,3
2000 to 2015,3,3,3
chipman,3,5,4
Briner,3,3,3
sea ice core,3,6,4
Simpson,3,3,3
GRO,3,13,11
ARCSS,3,3,3
livengood,3,5,5
Jeffrey Welker,3,4,3
nome,3,7,4
mette,3,3,3
Kling,3,18,8
ADCP,3,5,5
Toolik Lake,3,3,3
gelfman,3,10,7
2011,3,3,3
axford,3,4,4
ASDN,3,3,3
2009 to 2009,3,4,3
2008 to 2009,3,4,3
2011 to 2014,3,4,3
svalbard,3,3,3
2016 to 2015,3,6,5
andersen,3,3,3
2000 to 2016,3,3,3
2008 to 2012,3,3,3
Barnhart,3,3,3
Chipman,3,3,3
depth,3,3,3
1107645,3,5,5
arctic-data.7753.1,3,3,3
Vladimir E. Romanovsky,3,10,8
mooring,3,3,3
helmig,3,4,4
salmon,3,3,3
Michael Steele,3,3,3
SWL15,3,7,4
Nome,3,6,4
post,3,4,4
acoustic,3,5,5
thule,3,3,3
lake,3,5,5
2006 to 2015,3,3,3
2011 to 2011,3,3,3
Beaufort,3,4,4
Victoria Hill,3,4,3
Kaufman,3,3,3
uptempo,3,3,3
paytan,3,4,3
anderson,3,3,3
Toolik Lake snowpack gases,3,4,4
Continuing the Beaufort Gyre,3,10,10
Lee Cooper,3,3,3
2009 to 2016,3,4,4
1203861,3,6,4
koenig,3,3,3
Linnédalen,3,4,3
1023191,3,3,3
carbon,3,4,4
ice thickness,3,4,3
john doe,3,5,3
Chin,3,6,6
Mcconnell,3,3,3
A4W,3,5,4
1203473,3,3,3
zebker,3,16,12
1204070,3,4,4
BSIERP,3,5,4
cox,3,4,4
shorebird,3,3,3
bergin,3,6,6
arctic-data.7774.1,3,3,3
1204176,3,4,4
Matthew Shupe,3,5,4
Vladimir Romanovsky,3,11,9
gas,3,3,3
arctic-data,3,3,3
Julie Brigham-Grette,3,4,4
1203902,3,3,3
10Be,3,3,3
David Fortin,3,7,5
2007 to 2015,3,3,3
model,3,3,3
Meredith Kelly,3,5,5
Frink,3,5,5
2012 to 2016,3,5,4
discharge,3,6,3
daksha,3,3,3
Karl Kreutz,3,4,4
Kocis,3,3,3
holmes,3,3,3
2011 to 2013,3,4,3
buoy8,3,4,4
arctic-data.6185.2,3,8,5
airglow,3,4,4
1204247,3,5,4
Woodgate,3,3,3
weiser,3,4,4
Rhodes,3,3,3
adcp,3,3,3
Zebker,3,7,6
Sean Cahoon,3,3,3
Ross Powell,3,4,3
Craig E. Tweedie,3,3,3
Young,3,3,3
sullivan,3,6,6
2010 to 2010,3,4,3
hopcroft,3,3,3
Phenological response of tundra plants to background climate variation tested using the International Tundra Experiment,2,2,2
beryllium,2,2,2
Saros,2,3,3
Mooring,2,2,2
KAM12,2,3,2
arctic-data.6203.3,2,2,2
ancillary_data_sets_for_cadis,2,5,5
arctic-data.6203.1,2,2,2
Rachael Rhodes,2,2,2
northern sea route,2,2,2
doi:10.18739/A2793K,2,2,2
Davis Strait,2,2,2
arctic-data.6236.1,2,3,3
loose,2,2,2
Eclipse,2,2,2
Alexander Kholodov,2,2,2
Healy,2,3,2
2014,2,2,2
Tourism,2,3,3
arctic-data.2370.1,2,7,3
Zicheng Yu,2,5,4
greb,2,3,3
joe,2,2,2
aairo,2,2,2
the_state_of_the_arctic_sea_ice_cover_sustaining_the_integrated_seasonal_ice_zone_observing_network,2,2,2
239Pu,2,2,2
Brook,2,2,2
ICECAP,2,2,2
collaborative_research,2,2,2
arctic-data.6236.4,2,3,2
ARCTIC OCEAN,2,2,2
buoy2,2,6,5
pinnipedia,2,2,2
genetics,2,2,2
Igor Polyakov,2,2,2
1022139,2,2,2
health,2,2,2
2002,2,2,2
2008 to 2011,2,2,2
borehole temperature,2,2,2
social,2,3,2
2010 to 2012,2,4,2
michael degrandpre,2,2,2
1914 to 2015,2,3,2
Continuing the Beaufort,2,2,2
Carin J. Ashjian,2,2,2
mccall,2,2,2
Phyllis J. Stabeno,2,8,6
Pelto,2,2,2
wave_dynamics_in_the_Arctic_mesosphere,2,3,2
9425.1,2,2,2
Pu,2,2,2
matthew shupe,2,2,2
juhl,2,3,3
aves,2,2,2
Haley,2,3,3
a2,2,10,8
1799 to 2015,2,4,4
yarrow,2,2,2
Cole-Dai,2,2,2
climate,2,2,2
tundra,2,3,3
fish,2,2,2
reu,2,4,2
ncei,2,2,2
arctic-data.6238.1,2,6,4
coastline,2,2,2
arctic-data.7764.1,2,2,2
2016 to 2014,2,6,3
SBI,2,3,3
Beryllium,2,2,2
2005 to 2009,2,2,2
0000-0003-0479-6168,2,2,2
Dibb,2,2,2
rivers,2,2,2
MRB13,2,2,2
phenology,2,2,2
Tedesco,2,3,3
north pole,2,2,2
culture,2,4,3
Elmendorf,2,3,2
lake temperature,2,3,2
2006 to 2016,2,2,2
Steven F. Oberbauer,2,4,2
CANADA > NUNAVUT,2,2,2
Andersen,2,2,2
plant,2,5,3
1303730,2,2,2
pac,2,5,4
NABOS-II,2,2,2
SWL2015 Sediment parameters,2,2,2
1800 to 2013,2,2,2
Automated Drifting Stations,2,3,2
Jones,2,2,2
iceberg,2,2,2
Robert S. Pickart,2,2,2
doi:10.18739/A23D20,2,3,3
alkire,2,2,2
oil spill,2,2,2
AIWEX,2,4,3
o-buoy6,2,2,2
nutrients,2,3,2
1303879,2,5,3
rigor,2,2,2
soil temperature,2,4,4
BGOS,2,2,2
accumulation,2,2,2
1799 to 2014,2,2,2
1304563,2,2,2
doi:10.5065/D63T9F6M,2,4,2
2001 to 2016,2,2,2
doi:10.5063/F11V5BXH,2,2,2
A4-data,2,2,2
SEDNA,2,2,2
1203558,2,2,2
2005 to 2008,2,2,2
eclipse,2,2,2
1203526,2,2,2
coastal,2,2,2
zicheng yu,2,5,4
bales,2,2,2
HLY-09-02,2,2,2
doe,2,2,2
Ursus,2,5,3
arp,2,3,2
routes,2,2,2
Roger Andersen,2,2,2
o-buoy8,2,2,2
Sullivan,2,6,4
pickart,2,2,2
mammal,2,2,2
Loose,2,2,2
muenchow,2,2,2
Gelfman,2,3,3
SWL12,2,2,2
test,2,3,3
aerosol,2,2,2
William Simpson,2,2,2
ryan,2,3,3
nodc,2,2,2
Polashenski,2,4,2
arctic_sea_ice,2,2,2
Kate Stafford,2,3,2
Jacqueline Grebmeier,2,2,2
ursus,2,3,2
Susan Natali,2,2,2
lanctot,2,2,2
sbi,2,3,2
geiger,2,4,4
urn:uuid:226330e7-39b8-410d-b0fc-2dbe0e1e1897,2,2,2
Flywheel,2,3,2
TUNU,2,2,2
1304052,2,2,2
SWL15 Bottle data,2,3,2
fukamachi,2,3,3
Stabeno,2,3,3
Loranty,2,2,2
warm buoy,2,2,2
pollen,2,2,2
2015,2,4,3
o-buoy3,2,2,2
Dunton,2,2,2
1203838,2,2,2
okkonen,2,4,4
hu,2,2,2
higuera,2,6,6
Victoria J. Hill,2,3,2
sturm,2,2,2
Liljedahl,2,2,2
walker,2,2,2
leonard,2,3,2
DOI: 10.18739/A2HS7D,2,2,2
meredith kelly,2,4,4
cooper,2,5,5
traffic,2,2,2
Sizonet,2,3,3
davis,2,2,2
JAMSTEC,2,3,2
mass balance,2,3,2
Jiblal Upadhya,2,2,2
integrating_passive_acoustic_monitoring_in_long,2,2,2
Geiger,2,2,2
2010 to 2011,2,4,3
2005,2,2,2
o-buoy15,2,2,2
Friddell,2,2,2
2005 to 2016,2,2,2
nansen,2,2,2
Collins,2,7,4
buoy4,2,2,2
arctic-data.6238.4,2,9,4
Camill,2,7,3
EARTH SCIENCE > OCEANS > MARINE SEDIMENTS > TURBIDITY,2,2,2
zicheng,2,3,3
whales,2,3,3
Dennis Darby,2,3,3
bykovsky,2,2,2
rwl,2,2,2
1796 to 2016,2,2,2
1798 to 2016,2,4,3
velocity,2,2,2
7791,2,2,2
Cox,2,2,2
Caissie,2,3,3
856710,2,3,3
"Collaborative Research: Resolving centennial- to millennial-scale trends in glacier extent and lake sedimentation in the Brooks Range, Arctic Alaska",2,2,2
gordon hamilton,2,2,2
Alynne,2,2,2
c6,2,2,2
autogen.2016032220494983291.4,2,2,2
pacmars,2,3,2
Kathleen Stafford,2,3,3
7792.15,2,2,2
2008 to 2008,2,2,2
1314156,2,3,3
oxygen,2,2,2
nsf arctic data center,2,2,2
core,2,2,2
2008 to 2014,2,2,2
polkakov,2,2,2
15,2,2,2
O-Buoy,2,4,2
beaufort,2,2,2
polashenski,2,3,3
Tweedie,2,3,3
Moran,2,2,2
Continuing,2,5,5
2010 to 2013,2,4,2
sea-ice core,2,2,2
Mahoney,2,2,2
10.18739/A23D20,2,3,3
economic,2,2,2
1204145,2,2,2
Beaufort Gyre,2,2,2
Kathleen M Stafford,2,3,3
6196.1,2,4,3
2011 to 2012,2,3,2
co2,2,3,2
2010 to 2014,2,3,2
2013,2,2,2
switchyard,2,2,2
1204084,2,3,3
2010 to 2009,2,4,2
Jiblal,2,4,4
Tank,2,2,2
webcam,2,2,2
1990 to 2015,2,3,2
1913 to 2015,2,2,2
McCall,2,2,2
leon,2,3,3
imnaviat,2,2,2
Neuer,2,2,2
Anna Liljedahl,2,3,3
camill,2,19,3
12821,2,2,2
celis,2,2,2
point,2,2,2
arctic-data.6194.1,2,5,3
Andrew Juhl,2,4,2
Collaborative Research,2,4,3
Buoy,2,13,5
Davis,2,2,2
Krishfield,2,2,2
healy,2,4,4
1580.1,2,3,2
Williams,2,3,2
Beaufort Gyre Exploration Project,2,4,3
2008 to 2013,2,2,2
2005 to 2015,2,2,2
Anderson,2,4,4
Sue Moore,2,2,2
coast,2,2,2
arctic-data.9351.1,2,2,2
DryPEHR,2,3,2
holland,2,4,3
arctic-data.7792.18,1,1,1
Alexander I. Shiklomanov,1,1,1
DeGrandpre,1,2,1
movement,1,1,1
moisture,1,1,1
steven,1,1,1
orcid.org/0000-0001-9169-0286,1,1,1
temprature,1,1,1
data.6238.6,1,1,1
dem,1,1,1
karst,1,1,1
Calanus,1,1,1
seal and walrus harvest,1,1,1
0000-0002-1006-9496,1,1,1
Tutaakoke,1,1,1
long wave,1,1,1
J-CAD,1,1,1
waves,1,1,1
texas,1,1,1
oak ridge,1,1,1
resource_map_urn:uuid:d2b04c1a-563f-4e20-a031-02fb2f69c07f,1,1,1
6194,1,1,1
well-being,1,1,1
ITP19,1,1,1
1996 to 2017,1,1,1
Barrow Airborne Sea Ice Thickness,1,1,1
Alpha Helix 2001 Bering Strait Cruise Underway Data,1,1,1
doi:10.18739/A2033B,1,1,1
1797 to 2015,1,1,1
1608912,1,1,1
http://orcid.org/0000-0002-9515-2087,1,1,1
Sanna Cruise,1,1,1
"Fire,_climate,_and_vegetation_data_from_Alaska",1,1,1
infauna,1,1,1
kathy,1,1,1
haley,1,2,1
obuoy 12,1,1,1
buoy13,1,1,1
ice core methane,1,1,1
12816,1,1,1
kelly\,1,1,1
arctic-data.9454.1,1,1,1
Chukchi,1,1,1
sbe37M1_6a,1,1,1
Mathew S,1,1,1
Bacteria,1,1,1
a4,1,1,1
bottle,1,4,4
"Briner, Jason P.",1,1,1
1794 to 2016,1,1,1
beaufort mooring,1,1,1
toolik temperature,1,1,1
dataFormat,1,1,1
urn:uuid:1849adac-201c-4718-9567-d85d4887d25a,1,1,1
biophysical,1,1,1
Seth Campbell,1,2,2
Continuous Records of Greenhouse Gases and Aerosol Deposition During the Holocene,1,1,1
erosion,1,1,1
Mendyi,1,1,1
16S,1,1,1
Sigrid Salo,1,1,1
northwest,1,1,1
oberbauer 2013,1,1,1
Christopher Arp,1,1,1
1798 to 2009,1,1,1
c1 11 of 17,1,2,1
McClelland,1,2,1
PMEL,1,1,1
Suzanne Tank,1,1,1
HLY14,1,2,1
EOA 2016 CLIMATE,1,1,1
lter,1,1,1
"80°41'48.2""N 54°56'10.5""E",1,1,1
Hutchings,1,1,1
Department of Biology,1,1,1
mike degrandpre,1,1,1
mccall glacier,1,3,3
oberauer,1,1,1
mammalia,1,1,1
1805 to 2016,1,1,1
1914 to 1951,1,1,1
higeura,1,2,2
10.18739,1,1,1
Upadhya Jiblal,1,1,1
induced,1,1,1
arctic-data.9390.1,1,2,2
dempster,1,1,1
walrus,1,2,2
Kosic,1,2,2
PLR 1106317,1,1,1
ldeo,1,1,1
Buoy5,1,1,1
feitweiss,1,1,1
urn:uuid:78578d5e-f29a-4087-a708-ff31d3e5fad3 cc8b2da1-e98c-11de-bfbb-00c0f03d5b7c,1,1,1
Davide Bielman,1,1,1
Buoy9,1,1,1
krischfield,1,1,1
Local and Traditional Knowledge,1,1,1
velicogna,1,1,1
grette,1,1,1
Barrow ADCP,1,1,1
integrating_passive_acoustic,1,1,1
Yasushi,1,1,1
snow fence,1,1,1
1108425,1,1,1
eissenstate,1,1,1
lohman,1,1,1
doi:10.18739/A21H0N,1,1,1
Stroh,1,1,1
UMAss,1,1,1
9714103,1,1,1
CiPEHR,1,1,1
US30,1,1,1
michael loranty,1,1,1
integrating_passive_acoustic_monitoring_in_long-term_oceanographic_observations_of_the_bering_strait,1,1,1
McCall Glacier,1,1,1
Modele Atmospherique Regional,1,2,1
doc,1,2,2
beszczynska,1,1,1
"Collaborative Research: Visualization,",1,1,1
9955,1,1,1
Passive acoustic data from Davis Strait - C1 15 of 17,1,1,1
http://www.aoncadis.org/project/long-term_measurements_and_observations_for_the_international_arctic_research_community_on_the_kuparuk_river_basin_alaska.html,1,1,1
aerial photos,1,1,1
autogen,1,2,1
Summit Greenland,1,1,1
MMCR,1,1,1
arctic-data.7732.1,1,1,1
Yu,1,1,1
DOI: 10.1021/acs.est.5b01823,1,2,2
peirce,1,1,1
Frog,1,1,1
circulation,1,1,1
john do,1,1,1
1999 to 2016,1,1,1
Davis Strait C1,1,1,1
svalabard,1,1,1
Mooring D 2014-2015,1,2,1
cetacea,1,1,1
12699,1,1,1
yb1,1,2,2
arctic-data.6244.1,1,1,1
25.1,1,1,1
calm,1,2,1
Rhodiola rosea,1,1,1
urn:uuid:ff7b9006-a7f7-4642-96ec-f2ba5da2b223,1,2,2
orcid.org/0000-0002-1006-9496,1,1,1
artic temperature,1,1,1
tintinnida,1,1,1
temperature gradient,1,2,1
2000 to 2008,1,1,1
Mooring D,1,1,1
staff,1,1,1
245.B54-001,1,1,1
UNITED STATES OF AMERICA > ALASKA,1,1,1
term_oceanographic_observations_of_the_bering_strait,1,1,1
urn,1,1,1
2005 to 2005,1,1,1
arctic-data.9521.1,1,1,1
1948 to 1950,1,3,2
mooring m1_6a,1,1,1
Bielman,1,4,1
bonanza,1,1,1
ISO 19139,1,1,1
MRB_13_01,1,1,1
Permafrost,1,1,1
mrb,1,1,1
Falner,1,1,1
aster,1,1,1
BGEP,1,1,1
nitrate,1,1,1
swl14,1,2,2
sandercock,1,2,1
climate change,1,1,1
ao,1,2,2
penguin,1,1,1
upper polar atmosphere,1,1,1
leaonard,1,1,1
arctic boundary,1,1,1
Mette,1,1,1
hatching success,1,1,1
David Eissenstat. 2016. Greenland root phenology: warming and herbivory. NSF Arctic Data Center. arctic-data.6185.2.,1,1,1
Dissolved Ba measurements,1,2,1
MATTHEW SHUPE,1,1,1
thermal state of permafrost,1,1,1
fisheries,1,1,1
urengoy,1,2,2
energy,1,1,1
DBP,1,1,1
2004 to 2015,1,1,1
Brie Van Dam and Detlev Helmig. 2016. Toolik Lake snowpack gases. NSF Arctic Data Center. autogen.2016032220494983291.4,1,1,1
codiac,1,1,1
meteorological,1,2,1
Analysis of McCall Glacier Ice Core and Related Modern Process Studies,1,1,1
Pickart,1,3,1
data.6238.3,1,1,1
Developing a System Model of Arctic Glacial,1,1,1
REU,1,1,1
pCO2,1,1,1
Hammonds,1,1,1
polar data forum,1,1,1
10.18739/A2TW6V,1,1,1
pollutants,1,1,1
2004 to 2016,1,1,1
Tutakoke,1,1,1
1944 to 1951,1,1,1
Partners,1,1,1
bst,1,1,1
d;andrea,1,1,1
arctic-data.6238.3,1,1,1
zoe courville,1,1,1
Thackray,1,1,1
Shaver,1,1,1
ngdc,1,2,1
1993 to 2010,1,1,1
Eissenstat,1,1,1
Sigl,1,1,1
passive acoustic a4w,1,1,1
cetacean,1,1,1
resource_map_urn:uuid:b62dc518-c432-4f60-bfa4-759c805fe44d,1,1,1
Lake Depth,1,1,1
2012 to 2009,1,1,1
Don Stott,1,2,2
6187.5,1,1,1
11_03,1,1,1
Stieglitz,1,1,1
smith lake,1,1,1
MMP,1,1,1
ULS,1,1,1
Oden,1,1,1
swl 15,1,1,1
plankton,1,1,1
Darby,1,3,2
NSF Arctic Data Center,1,1,1
acadis field projects,1,1,1
wet sedge,1,2,2
lauren,1,1,1
sweden,1,1,1
becky alexander,1,1,1
CTD 2015,1,1,1
2007 to 2008,1,1,1
exopolymeric,1,1,1
cancer,1,1,1
Switchyard,1,1,1
bathymetry arctic,1,1,1
orcid.org/0000-0001-7114-6443,1,2,1
CCGS Louis S. St-Laurent,1,1,1
Sayres,1,2,2
Peters,1,1,1
20 to 2015,1,1,1
schneider,1,1,1
Hydrographic IPY,1,1,1
hill,1,2,2
urn:uuid:60f3fdaf-fc2b-4ebd-a31e-0c37f6740c7f,1,1,1
1979 to 2013,1,1,1
north ice cap,1,1,1
Hrishfield,1,1,1
WARM,1,1,1
kodiac,1,1,1
solar,1,1,1
absorption,1,1,1
O-buoy,1,1,1
https://arcticdata.io/catalog/#view/arctic-data.9789.1,1,1,1
Thermal State,1,2,1
ais,1,1,1
Woods Hole Oceanographic Institution,1,1,1
http://orcid.org/0000-0001-5682-455X,1,1,1
0000-0002-0675-1230,1,1,1
Neem,1,1,1
northern laptev,1,1,1
wais,1,1,1
Imnavait Creek Plant,1,1,1
Stephen Okkonen,1,1,1
Continuing the Beaufort Gyre Observing,1,2,2
Polakov,1,1,1
Kara sea,1,1,1
Passive acoustic data from Davis Strait - C1 16 of 17,1,1,1
1788 to 2015,1,1,1
1812 to 2015,1,1,1
Matthew S,1,1,1
1503274,1,1,1
Rebecca Woodgate,1,1,1
Bell,1,1,1
fishing,1,1,1
ice wedge,1,1,1
heatflow,1,1,1
2015 to 2013,1,1,1
Strawhacker,1,1,1
SryPEHR,1,1,1
6 to 2010,1,1,1
HLY-09-02 CTD and Nutrient Data. NSF Arctic Data Center,1,1,1
arrigo,1,1,1
concentration,1,1,1
c1 1 of 17,1,2,1
Irons,1,1,1
"Collaborative Research: Resolving centennial- to millennial-scale trends in glacier extent and lake sedimentation in the Brooks Range, Arctic Alaska.",1,1,1
hydrates,1,1,1
2007,1,2,1
copepod,1,1,1
o buoy,1,1,1
St-Laurent Cruise CTD,1,2,2
currents,1,2,1
1433063,1,2,2
1956 to 1956,1,1,1
Bahr,1,1,1
ping,1,1,1
North Pole temperatures,1,1,1
1942 to 1951,1,1,1
1951 to 2015,1,1,1
alley,1,1,1
1943 to 2016,1,1,1
Stephen R Okkonen,1,1,1
NORTH AMERICA > GREENLAND,1,1,1
temperature data,1,1,1
"Seal-Tag Hydrographic Observations in Ice-Ocean Fjords, Greenland",1,1,1
Ashjian*,1,1,1
MAR greenland,1,1,1
12639,1,2,2
paleoecological,1,1,1
Makarov,1,1,1
arctic-data.77,1,1,1
Impact of Storm Activity on Recent Changes in Arctic Sea Ice Mass Balance,1,1,1
Kotzebue,1,1,1
9822.1,1,1,1
williams,1,1,1
2003 to 2008,1,1,1
1203533,1,1,1
norway,1,1,1
CRREL,1,1,1
Modele Atmospj,1,1,1
c1 2 of 17,1,2,1
Warming and drying effects on tundra carbon balance,1,1,1
polar,1,1,1
air force,1,1,1
wei,1,2,2
powell,1,1,1
Galbraeth,1,1,1
Dicrostonyx,1,1,1
holmes and river,1,1,1
develoment,1,1,1
resource_map_urn:uuid:3e9d69b5-769c-4b5e-9fa7-961b398281a8,1,1,1
bgos,1,1,1
MRB13_01,1,1,1
IN SITU/LABORATORY INSTRUMENTS > CURRENT/WIND METERS > DRIFTING BUOYS,1,1,1
1980 to 2014,1,1,1
sea ice experiment: dynamic nature,1,1,1
who ice tethered,1,1,1
species,1,1,1
flanner,1,1,1
rebecca woodgate,1,1,1
Obuoy,1,1,1
borehole data,1,1,1
CODIAC,1,1,1
1979 to 2015,1,1,1
Lora Koenig,1,1,1
Wake,1,1,1
gary clow,1,1,1
doi:10.18739/A2ZC79,1,1,1
https://arcticdata.io/catalog/#view/urn:uuid:25a6bbf5-e24a-4ec1-8da3-54a181ec4ac2,1,1,1
Airglow Image Data,1,1,1
KRP,1,1,1
passive acoustic,1,1,1
linnedale,1,1,1
ice draft,1,1,1
laura,1,2,2
obouy,1,1,1
Bering,1,1,1
632144,1,1,1
mcConnell,1,1,1
Healy06,1,1,1
Smith,1,1,1
C6,1,1,1
doi:10.18739/A2C06V,1,1,1
collaborative_research_development_of_an_ice,1,1,1
ice cores,1,1,1
Michael Gooseff,1,1,1
corp of engineers,1,1,1
Copper,1,1,1
me,1,1,1
gisp,1,1,1
zebkar,1,1,1
Hg,1,3,1
Linnébreen,1,1,1
cameron,1,1,1
k;ing,1,1,1
haan,1,1,1
meteorlogical,1,1,1
15801,1,1,1
simpson collaborative,1,1,1
kathleen stafford,1,1,1
Margaret Sullivan,1,1,1
PAMARCMIP,1,2,1
1801 to 2015,1,1,1
experiment_full_dataset,1,1,1
"ARCTIC OCEAN, ARCTIC OCEAN > BEAUFORT SEA, GEOGRAPHIC REGION > POLAR, GEOGRAPHIC REGION > ARCTIC, CANADA > NORTHWEST TERRITORIES,",1,1,1
peggy sullivan,1,1,1
Continuing the Beaufort Gyre Observing System to Document,1,2,1
Bykovsky,1,1,1
Gary Clow,1,1,1
arctic-data.9394,1,1,1
welker mcknight,1,1,1
Norway,1,1,1
Falkner,1,2,1
Norwegian,1,1,1
De Grandpre,1,1,1
central Arctic,1,2,1
William Bowden,1,1,1
greenland chemistry,1,1,1
NABOS II - MMP Water Current Data 2013 - 2015,1,1,1
Infauna,1,1,1
2016 to 2013,1,3,2
data.6238.2,1,1,1
Mike Steele,1,1,1
ice tethered,1,1,1
1302793,1,1,1
Annika Marie,1,2,2
Mike Degrandpre,1,1,1
arctic-data.6238.6,1,1,1
Liam,1,2,2
12-Hourly Interpolated Surface Position from Buoys,1,1,1
doi:10.5065/D6H41PFF,1,1,1
avhrr,1,1,1
Kjeldsen,1,1,1
Thule,1,1,1
urn:uuid:b9d66cfc-b9cf-47f2-8297-831f022e7469,1,2,2
2000 to 2009,1,1,1
Eric post,1,1,1
Mead Allison,1,1,1
Hinzman,1,1,1
july 2014 a3,1,1,1
oberbuer,1,1,1
2016 to 4,1,1,1
David Strait acoustics,1,1,1
ayr lake,1,1,1
OBUOY,1,2,2
kongsfjorden,1,1,1
ERU,1,1,1
"CANADA, ARCTIC OCEAN, NORTH AMERICA > GREENLAND,",1,1,1
BOWFEST,1,1,1
help@support.bluemountain.com,1,1,1
Manitoba,1,1,1
